wo,ata,pn,desc,qty,tool
190733383,33-00,9651-14-0005,LIGHT BSI-14 IN TYPE F HARNESS CONFI,1.0,N
190733383,33-00,9651-35-0003,LIGHT BSI-35 IN TYPE D HARNESS CONFI,1.0,N
190733383,33-00,9651-35-0002,LIGHT BSI-35 IN TYPE C HARNESS CONFI,1.0,N
107383065,36-00,1945-04-08,PNEUMATIC TESTING KIT,1.0,Y
107383065,36-00,332A2350-14,TUBE ASSY,1.0,N
107383065,36-00,332A2350-12,TUBE ASSY,1.0,N
107383065,36-00,16135-80,SENSE LINE,1.0,N
107383065,36-00,16135-81,SENSE LINE,1.0,N
107383065,36-00,16135-84,SENSE LINE - PNEUMATIC FLEXIBLE,1.0,N
107383065,36-00,16135-83,SENSE LINE - PNEUMATIC,1.0,N
107383065,36-00,332A2350-11,TUBE ASSY,1.0,N
107383065,36-00,3289562-5,VALVE - FAN AIR (PCCV),1.0,N
107383065,36-00,129666-2,ENGINE PRECOOLER CONT. VALVE SENSOR,1.0,N
107383065,36-00,107484-6,HIGH STAGE PNEU EBU REGULATOR,1.0,N
107383065,36-00,3214446-4,HIGH STAGE VALVE,1.0,N
107383065,36-00,107492-6,BLEED AIR REGULATOR,1.0,N
107383065,36-00,3214552-6,SHUT OFF PNEU SYS VALVE (PRSOV),1.0,N
107383065,36-00,801A50-0005A,SEAL,2.0,N
107383065,36-00,801A50-0006A,SEAL,1.0,N
107383065,36-00,82C10020-1,GASKET,1.0,N
107383065,36-00,S8990-611,PACKING,1.0,N
55106406,25-30,72184025,WATER BOILER,1.0,N
100023804,72-00,9048156,SEAL - OUTER,2.0,N
100023804,72-00,9048156,SEAL - OUTER,2.0,N
100023804,72-00,CP2619,NEVER-SEEZ PUR NICKEL SPECIAL - HIGH,1.0,N
100023804,72-00,CP2544,"LUBRICANT - MOLYKOTE P37, PASTE",1.0,N
100023804,72-00,956A1609G01,JACKSCREWS TOOL SET [LEAP-1B],1.0,Y
100023804,72-00,M83485-1-152,O-RING,1.0,N
100023804,72-00,2085M31G03,FUEL NOZZLE ASSEMBLY,18.0,N
100023804,72-00,2085M48P07,"GASKET, FUEL NOZZLES",18.0,N
190231517,25-00,ERT/1310-504-01,SWAN NECK SPIGOT ASSEMBLY,1.0,N
190374273,33-00,9651-35-0003,LIGHT BSI-35 IN TYPE D HARNESS CONFI,1.0,N
55110154,25-35,72184025,WATER BOILER,1.0,N
190155294,30-00,0851HT2,PITOT PROBE,1.0,N
190155294,30-00,232N9003-1,GASKET,1.0,N
190155294,30-00,PR1826B1-4,COLD CURE SEALANT,1.0,N
190155294,30-00,DPS1000,PITOT STATIC TEST SET HIGH RANGE,1.0,Y
191512174,38-32,15800-246,SEAL,2.0,N
191512174,38-32,MS29513-226,PACKING,1.0,N
191512174,38-32,14330-230,FLUSH VALVE ASSY,1.0,N
107150432,72-00,FANLUBEFULLKIT,FAN BLADE REMOVAL TOOL KIT,1.0,Y
107150432,72-00,IPA,ISOPROPYL ALCOHOL,5.0,N
107150432,72-00,LN9051,FAN BLADE MARKER CP5061,1.0,N
107150432,72-00,NYC065,VV-P-236 D00504 GREASE PETROLATUM,1.0,N
107150432,72-00,STD585,FANLUBE PROTECTIVE MAT,1.0,Y
107150432,72-00,M0LYK0TED321,MOLYKOTE D-321 R CP5062 FILM (SPRAY),2.0,N
107150432,72-00,340-001-038-0,CFM56 FAN BLADE,10.0,N
107150432,72-00,9111M35P14,CFM BALANCE SCREW,2.0,N
55203459,25-00,8201-11-0000,OVEN - BRITAX SELL 737-800,1.0,N
190414676,33-21,9651-35-0005,LIGHT BSI-35 IN TYPE F HARNESS CONFI,1.0,N
190414676,33-21,C33001-58,BSI LIGHT CABLE TESTER,1.0,Y
190719783,33-20,9651-35-0003,LIGHT BSI-35 IN TYPE D HARNESS CONFI,1.0,N
190719783,33-20,C33001-58,BSI LIGHT CABLE TESTER,1.0,Y
106074986,36-00,R0C7716128R,ROCOL LEAK DETECTOR SPRAY CODE 32030,1.0,N
106074986,36-00,801A50-0005A,SEAL,2.0,N
106074986,36-00,801A50-0006A,SEAL,1.0,N
106074986,36-00,16135-80,SENSE LINE,1.0,N
106074986,36-00,AS1895-7-350,SEAL,1.0,N
106074986,36-00,16135-83,SENSE LINE - PNEUMATIC,1.0,N
106074986,36-00,332A2350-11,TUBE ASSY,1.0,N
106074986,36-00,16135-84,SENSE LINE - PNEUMATIC FLEXIBLE,1.0,N
106074986,36-00,1945-04-08,PNEUMATIC TESTING KIT,1.0,Y
106074986,36-00,3289562-5,VALVE - FAN AIR (PCCV),1.0,N
106074986,36-00,129666-2,ENGINE PRECOOLER CONT. VALVE SENSOR,1.0,N
106074986,36-00,107484-6,HIGH STAGE PNEU EBU REGULATOR,1.0,N
106074986,36-00,3214446-4,HIGH STAGE VALVE,1.0,N
106074986,36-00,107492-6,BLEED AIR REGULATOR,1.0,N
106074986,36-00,3214552-6,SHUT OFF PNEU SYS VALVE (PRSOV),1.0,N
106074986,36-00,801A50-0005A,SEAL,2.0,N
106074986,36-00,801A50-0006A,SEAL,1.0,N
106074986,36-00,82C10020-1,GASKET,1.0,N
106074986,36-00,S8990-611,PACKING,1.0,N
190455570,33-20,9651-35-0003,LIGHT BSI-35 IN TYPE D HARNESS CONFI,1.0,N
190591060,33-00,9651-35-0002,LIGHT BSI-35 IN TYPE C HARNESS CONFI,1.0,N
190591060,33-00,C33001-58,BSI LIGHT CABLE TESTER,1.0,Y
102743285,36-00,C36001-64,TEST EQUIP - ENGINE BLEED AIR SYSTEM,1.0,Y
102743285,36-00,107484-7,HIGH STAGE PNEU EBU REGULATOR,1.0,N
102743285,36-00,801A50-0005A,SEAL,2.0,N
102743285,36-00,801A50-0006A,SEAL,1.0,N
55612851,33-20,9651-35-0002,LIGHT BSI-35 IN TYPE C HARNESS CONFI,1.0,N
41882885,38-10,62197-301-001,WATER BOILER,1.0,N
